"x","y","heading","dx","dy","dtheta"
"0.001199760019199192","-0.04897020128909708","0.09797958971132711","0.05999400017999817","-2.448754932601954","4.898979485566356"
"0.004796161228589391","-0.09782289759891656","0.19595917942265423","0.17983804373437695","-2.442879096072049","4.898979485566356"
"0.010780573991402531","-0.14644086590573327","0.29393876913398137","0.29925056229914804","-2.431141522199735","4.898979485566356"
"0.01913863858929621","-0.19470744642036877","0.3919183588453084","0.4179450231431809","-2.4135703755287197","4.898979485566356"
"0.029850299678785608","-0.24250682251569322","0.4898979485566355","0.5356366165292358","-2.3902078183775384","4.898979485566356"
"0.04288985441444193","-0.28972429863094296","0.5878775382679626","0.6520429391206268","-2.361109909670224","4.898979485566356"
"0.05822601412338513","-0.3362465754860168","0.6858571279792898","0.7668846716137008","-2.3263464704217953","4.898979485566356"
"0.07582197938308155","-0.3819620219453691","0.7838367176906168","0.8798862489700973","-2.286000916201332","4.898979485566356"
"0.09563552832229572","-0.42676094287915634","0.8818163074019439","0.990776521640585","-2.2401700569746446","4.898979485566356"
"0.11761911793331592","-0.4705358423788993","0.979795897113271","1.0992894061938092","-2.1889638648068317","4.898979485566356"
"0.1417199981523548","-0.5131816816960694","1.0777754868245981","1.2051645237888824","-2.1325052099820803","4.898979485566356"
"0.16788033843438366","-0.5545961312846708","1.1757550765359253","1.3081478249595524","-2.0709295661739904","4.898979485566356"
"0.19603736651868442","-0.5946798163430365","1.2737346662472524","1.4079921992110442","-2.004384685373755","4.898979485566356"
"0.22612351905214712","-0.633336555265656","1.3717142559585795","1.5044580679666217","-1.9330302433563056","4.898979485566356"
"0.25806660370888945","-0.6704735904328654","1.4696938456699067","1.5973139594411885","-1.857037456535089","4.898979485566356"
"0.2917899724171893","-0.7060018107846142","1.5676734353812338","1.6863370640624578","-1.7765886711248635","4.898979485566356"
"0.32721270527806867","-0.7398359656442399","1.665653025092561","1.7713137691070129","-1.6918769255982855","4.898979485566356"
"0.3642498047342131","-0.7718948692791744","1.763632614803888","1.8520401712683092","-1.6031054874862265","4.898979485566356"
"0.4028123995233135","-0.8021015957077366","1.8616122045152153","1.9283225659267271","-1.5104873656332785","4.898979485566356"
"0.4428079579264408","-0.8303836632845668","1.9595917942265422","1.9999779119477112","-1.4142447990787421","4.898979485566356"
"0.48414050979975964","-0.8566732086217871","2.0575713839378693","2.0668342708926177","-1.314608723789623","4.898979485566356"
"0.5267108768568121","-0.8809071494285604","2.1555509736491962","2.1287312195884716","-1.2118182185251127","4.898979485566356"
"0.5704169106488024","-0.9030273358783115","2.253530563360523","2.1855202350665563","-1.1061199311623593","4.898979485566356"
"0.615153737671848","-0.9229806901404011","2.3515101530718505","2.2370650509462773","-0.9977674868599047","4.898979485566356"
"0.6608140110130527","-0.940719333741444","2.4494897427831774","2.2832419844090497","-0.8870208794790707","4.898979485566356"
"0.7072881679315756","-0.9562007024506656","2.5474693324945044","2.323940232977721","-0.7741458477234467","4.898979485566356"
"0.7544646927566229","-0.9693876484136262","2.6454489222058317","2.3590621403893213","-0.6594132374935716","4.898979485566356"
