"x","y","heading","dx","dy","dtheta"
"0.0","0.0","0.0","-2.2176164407554367E-36","-1.5728793805529584E-34","-2.877988607718313E-36"
"-1.4146616202914686E-6","-1.1831040817789074E-4","0.01895337106409628","7.17984434880101E-7","-0.002582053749234127","0.4136427182196214"
"-5.868223396099381E-7","-2.36626377652982E-4","0.03790674212819257","1.435968869760202E-6","-0.005164107498468254","0.8272854364392428"
"-4.857918916467696E-6","-4.38769873873035E-4","0.07029745651189112","3.25610130798046E-6","-0.0077457620002311395","1.240928216489709"
"-4.151629743098795E-6","-6.75425927955331E-4","0.10820420263621185","5.52866569087083E-6","-0.01032725261083851","1.6545710219217478"
"-7.374684211303162E-6","-9.612892918910987E-4","0.15403226594536956","8.532230771245577E-6","-0.012908017767115205","2.068213949697293"
"-1.1646937419396153E-5","-0.0013162697662680856","0.21089240054308572","1.2553865399708935E-5","-0.015487772578305867","2.481857047861455"
"-3.7306046283269723E-6","-0.0016858578828511384","0.2701578198689413","1.6649967966488345E-5","-0.01806712097286459","2.8955002155921274"
"-2.1804008981884948E-5","-0.0021588566825405664","0.34597136805789036","2.1258402825992264E-5","-0.020643673259869467","3.3091438619337334"
"-4.000122625136271E-6","-0.0026318657036839","0.42178491624683945","2.5866837685496184E-5","-0.023220225546874345","3.72278750827534"
"-3.119992700950647E-5","-0.0032028243680892743","0.513441141107702","2.8574247270538254E-5","-0.025794003137822548","4.136431619623746"
"-1.9885957752041605E-5","-0.0037944262714724175","0.6082081283784717","3.0908384201814456E-5","-0.028367235907944648","4.550075822277789"
"-3.427886362139532E-5","-0.004448052640231737","0.7133017406696351","3.064783239450617E-5","-0.03094042976516758","4.963719997027638"
"-4.188134057070414E-5","-0.005158310748713646","0.8270221646755118","2.8219690385960733E-5","-0.03351359111474608","5.377364148466464"
"-2.3283767942139377E-5","-0.005895116917712606","0.9455531523100974","2.517976982952818E-5","-0.03608799665344196","5.791008044524247"
"-6.605972561946061E-5","-0.006723397684761601","1.07822696694686","2.0341249600746312E-5","-0.038666060048639275","6.204651189773982"
"1.1093055549693531E-6","-0.007550057912951047","1.210900781583623","1.5502729371964435E-5","-0.0412441234438366","6.618294335023716"
"-8.584959656054991E-5","-0.008489722054797255","1.3618224651915924","1.5078413642577764E-5","-0.04382609542193763","7.031936410532406"
"-3.99204355825411E-5","-0.009437585409516558","1.5134496195480418","1.4824753026785254E-5","-0.04640821850759598","7.445578444684431"
"-7.21395296299221E-5","-0.010378952107154227","1.6650767556440471","1.1861732399334123E-6","-0.04725803181915513","7.581357319302335"
"-6.899689076300675E-5","-0.011328074812426259","1.8167038828169793","-1.8993026057879357E-5","-0.04726134176654007","7.581356726043015"
"-3.528575718814153E-5","-0.012225133230760576","1.9611151563847864","-3.242535797912879E-5","-0.04628369330702862","7.423875914170264"
"-6.518159736801366E-5","-0.013054536721615051","2.0937888714880772","-3.4883000748077284E-5","-0.043710383781994905","7.010232301036231"
"-4.768550784461922E-6","-0.013870336382457715","2.2247627737618285","-3.6913935162229525E-5","-0.04113709360844435","6.5965886500164626"
"-5.03229791770643E-5","-0.014579959593143066","2.338483057439125","-3.4613649645791374E-5","-0.03856399985834927","6.1829446144449305"
"-1.5058434142734E-5","-0.015290168519412894","2.452203341116422","-3.231336412935322E-5","-0.03599090610825418","5.7693005788733975"
"-3.196949639061586E-5","-0.015904363788008524","2.550786444823242","-2.8040048737127343E-5","-0.03341527585728329","5.3556568955495685"
"-2.3792479494577634E-5","-0.016496659036242534","2.6455533172838623","-2.3269313199514362E-5","-0.030839006129612167","4.9420133010308325"
"-1.5520648914968405E-5","-0.017027306693433886","2.730699064015218","-1.8697824103390103E-5","-0.028261095977627094","4.528369967920944"
"-2.0690754408470013E-5","-0.01750097611827872","2.806512548855376","-1.4319599291008266E-5","-0.025681594653284325","4.114726888371389"
"-4.217260279215651E-6","-0.01794830868052788","2.878220946248763","-1.0296833460287647E-5","-0.023101695292185188","3.701083871816271"
"-1.2970267805112456E-5","-0.018303341151727714","2.935081056795306","-7.559778833148036E-6","-0.020520356214146898","3.287441083114888"
"-1.532820043337324E-6","-0.01865829728357493","2.991941167341849","-4.822724206008427E-6","-0.017939017136108605","2.873798294413506"
"-5.577310271398517E-6","-0.018903682971561864","3.031258851562264","-3.4904703960820792E-6","-0.015357071173636883","2.460155590755556"
"-3.1013193089179936E-6","-0.01914035869154951","3.069165592025352","-2.2712052290313586E-6","-0.012775076399228494","2.04651289393768"
"-1.1483116297839047E-6","-0.019301879150162016","3.095045936558987","-1.5727862277821535E-6","-0.01019300420257223","1.632870199399348"
"-1.191215674101187E-6","-0.019420200904815665","3.113999307103232","-1.1743646542032752E-6","-0.007610887412182301","1.2192275061739912"
"0.0","-0.01949787139892578","3.1264423117475197","-7.759427800377313E-7","-0.005028770537427173","0.8055848082603176"
"0.0","-0.01949787139892578","3.1264423117475197","-3.7752033137279534E-7","-0.0024466535014282123","0.3919421013860538"
"0.0","-0.01949787139892578","3.1264423117475197","9.830253063276686E-36","0.0","-5.354447431267706E-36"
